,0,1,2,3
122,510650.SH,107516.168,100000,7.516168000000005
123,510660.SH,118507.845,100000,18.507845
124,510310.SH,98101.14,100000,-1.8988600000000004
125,159923.SZ,110284.934,100000,10.284933999999994
126,159922.SZ,90080.079,100000,-9.919921000000002
127,510500.SH,89229.79800000001,100000,-10.77020199999999
128,510330.SH,99605.101,100000,-0.3948990000000049
129,510440.SH,102510.8,100000,2.510800000000003
130,510430.SH,79417.89899999999,100000,-20.582101000000012
131,510900.SH,88364.54999999999,100000,-11.635450000000011
132,159920.SZ,97291.37,100000,-2.7086300000000048
133,159919.SZ,99919.575,100000,-0.08042500000000291
134,510300.SH,95633.28499999999,100000,-4.366715000000012
135,510410.SH,85502.662,100000,-14.497338000000004
136,159912.SZ,101568.35699999999,100000,1.568356999999989
137,510290.SH,94289.496,100000,-5.710504000000001
138,510270.SH,121425.31999999999,100000,21.425319999999992
139,510120.SH,102313.98000000001,100000,2.3139800000000106
140,510230.SH,94865.514,100000,-5.134486000000004
141,510210.SH,103837.991,100000,3.837990999999995
142,510220.SH,100083.614,100000,0.0836140000000014
143,510150.SH,105319.897,100000,5.319896999999997
144,510170.SH,105543.20000000001,100000,5.543200000000011
145,510190.SH,110153.766,100000,10.153766000000003
146,510110.SH,94793.875,100000,-5.206125
147,510160.SH,103217.31,100000,3.2173099999999977
148,510090.SH,115427.76,100000,15.427759999999996
149,510030.SH,99395.829,100000,-0.6041710000000021
150,510130.SH,102349.418,100000,2.3494180000000053
151,510020.SH,105778.2,100000,5.778199999999997
152,159903.SZ,93830.76,100000,-6.169240000000005
153,510010.SH,99980.98599999999,100000,-0.019014000000010127
154,510060.SH,110573.1,100000,10.573100000000005
155,510880.SH,88225.34400000001,100000,-11.774655999999988
156,510180.SH,97815.27200000001,100000,-2.1847279999999882
157,159901.SZ,105453.70999999999,100000,5.453709999999992
158,510050.SH,108312.204,100000,8.312203999999998
