,ts_code,name,market,publisher,category,base_date,base_point,list_date
978,931331.CSI,1-3年河南债,CSI,中证公司,债券指数,20151231,100.0,20191018
979,931332.CSI,1-3年浙江债,CSI,中证公司,债券指数,20131231,100.0,20191018
980,931333.CSI,1-3年广东债,CSI,中证公司,债券指数,20131231,100.0,20191018
981,931334.CSI,1-3年河北债,CSI,中证公司,债券指数,20151231,100.0,20191018
982,931335.CSI,1-3年云南债,CSI,中证公司,债券指数,20151231,100.0,20191018
983,931336.CSI,1-5年地债,CSI,中证公司,债券指数,20131231,100.0,20191018
984,931337.CSI,原油CFI,CSI,中证公司,商品指数,20180326,1000.0,20190827
985,931338.CSI,原油CFI(美元),CSI,中证公司,商品指数,20180326,1000.0,20190827
986,931339.CSI,原油CFI(新台币),CSI,中证公司,商品指数,20180326,1000.0,20190827
987,931340.CSI,中证转债平衡策略,CSI,中证公司,债券指数,20161231,100.0,20191115
988,931341.CSI,大湾区高质发展(人民币),CSI,中证公司,主题指数,20141231,1000.0,20191018
989,931342.CSI,大湾区高质发展(港币),CSI,中证公司,主题指数,20141231,1000.0,20191018
990,931343.CSI,大湾区价值蓝筹(人民币),CSI,中证公司,主题指数,20141231,1000.0,20191018
991,931344.CSI,大湾区价值蓝筹(港币),CSI,中证公司,主题指数,20141231,1000.0,20191018
992,931345.CSI,大湾区红利低波(人民币),CSI,中证公司,主题指数,20141231,1000.0,20191018
993,931346.CSI,大湾区红利低波(港币),CSI,中证公司,主题指数,20141231,1000.0,20191018
994,931347.CSI,大湾区科技领先(人民币),CSI,中证公司,主题指数,20141231,1000.0,20191018
995,931348.CSI,大湾区科技领先(港币),CSI,中证公司,主题指数,20141231,1000.0,20191018
996,931349.CSI,大湾区先进制造(人民币),CSI,中证公司,主题指数,20141231,1000.0,20191018
997,931350.CSI,大湾区先进制造(港币),CSI,中证公司,主题指数,20141231,1000.0,20191018
998,931351.CSI,大湾区消费升级(人民币),CSI,中证公司,主题指数,20141231,1000.0,20191018
999,931352.CSI,大湾区消费升级(港币),CSI,中证公司,主题指数,20141231,1000.0,20191018
1000,931353.CSI,CS科技,CSI,中证公司,主题指数,20081231,1000.0,20191115
1001,931354.CSI,CS消费,CSI,中证公司,主题指数,20081231,1000.0,20191115
1002,931355.CSI,CS周期,CSI,中证公司,主题指数,20081231,1000.0,20191115
1003,931356.CSI,民企创新,CSI,中证公司,主题指数,20091231,1000.0,20191115
1004,931357.CSI,优选消费50(人民币),CSI,中证公司,主题指数,20091231,1000.0,20191115
1005,931358.CSI,优选消费50(港币),CSI,中证公司,主题指数,20091231,1000.0,20191115
1006,931360.CSI,铁路债券,CSI,中证公司,债券指数,20111231,100.0,20191018
1007,931361.CSI,铁路债券0-1,CSI,中证公司,债券指数,20111231,100.0,20191018
1008,931362.CSI,铁路债券1-3,CSI,中证公司,债券指数,20111231,100.0,20191018
1009,931363.CSI,铁路债券1-5,CSI,中证公司,债券指数,20111231,100.0,20191018
1010,931365.CSI,铁路债券3-5,CSI,中证公司,债券指数,20111231,100.0,20191018
1011,931366.CSI,铁路债券5-7,CSI,中证公司,债券指数,20111231,100.0,20191018
1012,931367.CSI,铁路债券5-10,CSI,中证公司,债券指数,20111231,100.0,20191018
1013,931368.CSI,铁路债券7-10,CSI,中证公司,债券指数,20111231,100.0,20191018
1014,931369.CSI,铁路债券10+,CSI,中证公司,债券指数,20111231,100.0,20191018
1015,931370.CSI,交易所铁路债券,CSI,中证公司,债券指数,20111231,100.0,20191115
1016,931371.CSI,品牌消费100,CSI,中证公司,策略指数,20081231,1000.0,20191125
1017,931372.CSI,浙江国资,CSI,中证公司,主题指数,20121231,1000.0,20191209
1018,931373.CSI,股息龙头,CSI,中证公司,主题指数,20131231,1000.0,20191115
1019,931374.CSI,交银理财长三角,CSI,中证公司,主题指数,20121231,1000.0,20191022
1020,931375.CSI,300质量低波,CSI,中证公司,策略指数,20041231,1000.0,20191125
1021,931376.CSI,泰康红利LV,CSI,中证公司,主题指数,20071231,1000.0,20191128
1022,931377.CSI,经济成长,CSI,中证公司,策略指数,20041231,1000.0,20191226
1023,931378.CSI,AH经济成长,CSI,中证公司,策略指数,20041231,1000.0,20191226
1024,931379.CSI,AH经济成长港币,CSI,中证公司,策略指数,20041231,1000.0,20191226
1025,931380.CSI,科技50,CSI,中证公司,主题指数,20140630,1000.0,20191125
1026,931381.CSI,中证长三角,CSI,中证公司,主题指数,20121231,1000.0,20191125
1027,931382.CSI,嘉实ESG,CSI,中证公司,主题指数,20151231,1000.0,20191125
1028,931383.CSI,CS医药50,CSI,中证公司,主题指数,20141231,1000.0,20191226
1029,931384.CSI,300美元对冲2,CSI,中证公司,策略指数,20101231,1000.0,20191115
1030,931385.CSI,500美元对冲2,CSI,中证公司,策略指数,20101231,1000.0,20191115
1031,931386.CSI,1000美元对冲2,CSI,中证公司,策略指数,20101231,1000.0,20191115
1032,931387.CSI,300瑞郎对冲,CSI,中证公司,策略指数,20101231,1000.0,20191115
1033,931388.CSI,中证中信证券0-1AAA公司债,CSI,中证公司,债券指数,20151231,100.0,20191125
1034,931389.CSI,300波控3,CSI,中证公司,策略指数,20041231,1000.0,20191115
1035,931390.CSI,500波控3,CSI,中证公司,策略指数,20041231,1000.0,20191115
1036,931391.CSI,红利波控3,CSI,中证公司,策略指数,20051230,1000.0,20191115
1037,931392.CSI,转债50,CSI,中证公司,债券指数,20111230,100.0,20200114
1038,931393.CSI,湖北指数,CSI,中证公司,主题指数,20121231,1000.0,20200204
1039,931394.CSI,信息科技50,CSI,中证公司,策略指数,20141231,1000.0,20200123
1040,931395.CSI,沪港深300,CSI,中证公司,规模指数,20141114,1000.0,20200114
1041,931396.CSI,沪港深300(港币),CSI,中证公司,规模指数,20141114,1000.0,20200114
1042,931397.CSI,A股通50,CSI,中证公司,主题指数,20170331,1000.0,20200220
1043,931398.CSI,A股通100,CSI,中证公司,主题指数,20170331,1000.0,20200220
1044,931399.CSI,中信债股稳健,CSI,中证公司,其他指数,20081231,1000.0,20191125
1045,931400.CSI,中信债股进取,CSI,中证公司,其他指数,20081231,1000.0,20191125
1046,931402.CSI,证券先锋,CSI,中证公司,策略指数,20131231,1000.0,20200114
1047,931403.CSI,品牌工程,CSI,中证公司,主题指数,20170825,1000.0,20200114
1048,931404.CSI,SHS品牌消费50,CSI,中证公司,主题指数,20091231,1000.0,20200220
1049,931405.CSI,SHS品牌消费50(港币),CSI,中证公司,主题指数,20091231,1000.0,20200220
1050,931406.CSI,5G 50,CSI,中证公司,主题指数,20151231,1000.0,20200220
1051,931407.CSI,全球金矿,CSI,中证公司,主题指数,20141114,1000.0,20200220
1052,931408.CSI,全球金矿(美元),CSI,中证公司,主题指数,20141114,1000.0,20200220
1053,931409.CSI,SHS创新药,CSI,中证公司,主题指数,20141231,1000.0,20200220
1054,931410.CSI,SHS创新药(港币),CSI,中证公司,主题指数,20141231,1000.0,20200220
1055,931411.CSI,中证华泰证券转债价值,CSI,中证公司,债券指数,20161231,100.0,20200220
1056,931412.CSI,证券25,CSI,中证公司,主题指数,20131231,1000.0,20200220
1057,931414.CSI,长三角地债,CSI,中证公司,债券指数,20131231,100.0,20200313
1058,931415.CSI,江苏债,CSI,中证公司,债券指数,20141231,100.0,20200313
1059,931416.CSI,山东债,CSI,中证公司,债券指数,20141231,100.0,20200313
1060,931417.CSI,四川债,CSI,中证公司,债券指数,20151231,100.0,20200313
1061,931418.CSI,湖南债,CSI,中证公司,债券指数,20151231,100.0,20200313
1062,931419.CSI,贵州债,CSI,中证公司,债券指数,20151231,100.0,20200313
1063,931420.CSI,河南债,CSI,中证公司,债券指数,20151231,100.0,20200313
1064,931421.CSI,浙江债,CSI,中证公司,债券指数,20131231,100.0,20200313
1065,931422.CSI,广东债,CSI,中证公司,债券指数,20131231,100.0,20200313
1066,931423.CSI,河北债,CSI,中证公司,债券指数,20151231,100.0,20200313
1067,931424.CSI,云南债,CSI,中证公司,债券指数,20151231,100.0,20200313
1068,931425.CSI,安徽债,CSI,中证公司,债券指数,20151231,100.0,20200313
1069,931426.CSI,福建债,CSI,中证公司,债券指数,20151231,100.0,20200313
1070,931427.CSI,湖北债,CSI,中证公司,债券指数,20151231,100.0,20200313
1071,931428.CSI,辽宁债,CSI,中证公司,债券指数,20151231,100.0,20200313
1072,931429.CSI,内蒙古债,CSI,中证公司,债券指数,20151231,100.0,20200313
1073,931430.CSI,1-5年安徽债,CSI,中证公司,债券指数,20151231,100.0,20200313
1074,931431.CSI,1-5年福建债,CSI,中证公司,债券指数,20151231,100.0,20200313
1075,931432.CSI,1-5年湖北债,CSI,中证公司,债券指数,20151231,100.0,20200313
1076,931433.CSI,1-5年辽宁债,CSI,中证公司,债券指数,20151231,100.0,20200313
1077,931434.CSI,1-5年内蒙古债,CSI,中证公司,债券指数,20151231,100.0,20200313
1078,931435.CSI,1-3年安徽债,CSI,中证公司,债券指数,20151231,100.0,20200313
1079,931436.CSI,1-3年福建债,CSI,中证公司,债券指数,20151231,100.0,20200313
1080,931437.CSI,1-3年湖北债,CSI,中证公司,债券指数,20151231,100.0,20200313
1081,931438.CSI,1-3年辽宁债,CSI,中证公司,债券指数,20151231,100.0,20200313
1082,931439.CSI,1-3年内蒙古债,CSI,中证公司,债券指数,20151231,100.0,20200313
1083,931440.CSI,创新药30,CSI,中证公司,主题指数,20141231,1000.0,20200421
1084,931441.CSI,AI50,CSI,中证公司,主题指数,20121231,1000.0,20200506
1085,931442.CSI,SHS科技100,CSI,中证公司,主题指数,20141114,3000.0,20200421
1086,931443.CSI,SHS科技100(港币),CSI,中证公司,主题指数,20141114,3000.0,20200421
1087,931444.CSI,SHS高股息100,CSI,中证公司,主题指数,20141114,3000.0,20200421
1088,931445.CSI,SHS高股息100(港币),CSI,中证公司,主题指数,20141114,3000.0,20200421
1089,931446.CSI,东证红利低波,CSI,中证公司,主题指数,20091231,1000.0,20200421
1090,931447.CSI,科技动量,CSI,中证公司,策略指数,20140630,1000.0,20200421
1091,931448.CSI,平安恒定风险,CSI,中证公司,策略指数,20141231,1000.0,20200123
1092,931452.CSI,大湾区质量成长均衡(人民币),CSI,中证公司,主题指数,20161230,1000.0,20200313
1093,931453.CSI,大湾区质量成长均衡(港币),CSI,中证公司,主题指数,20161230,1000.0,20200313
1094,931454.CSI,HKC消费(HKD),CSI,中证公司,主题指数,20141114,1000.0,20200306
1095,931455.CSI,HKC消费(CNY),CSI,中证公司,主题指数,20141114,1000.0,20200306
1096,931456.CSI,中国教育,CSI,中证公司,主题指数,20141231,1000.0,20200421
1097,931457.CSI,中国教育(港币),CSI,中证公司,主题指数,20141231,1000.0,20200421
1098,931458.CSI,中国教育(美元),CSI,中证公司,主题指数,20141231,1000.0,20200421
1099,931461.CSI,电子50,CSI,中证公司,主题指数,20081231,1000.0,20090722
1100,931462.CSI,SHS中国教育HKD,CSI,中证公司,主题指数,20141231,1000.0,20150731
1101,931463.CSI,300 ESG,CSI,中证公司,主题指数,20170630,1000.0,20200430
1102,931465.CSI,300 ESG领先,CSI,中证公司,主题指数,20170630,1000.0,20200430
1103,931466.CSI,300 ESG价值,CSI,中证公司,策略指数,20170630,1000.0,20200430
1104,931467.CSI,医药龙头,CSI,中证公司,主题指数,20121231,1000.0,20200521
1105,931468.CSI,红利质量,CSI,中证公司,策略指数,20041231,1000.0,20200521
1106,931469.CSI,云计算50,CSI,中证公司,主题指数,20141231,1000.0,20200612
1107,931470.CSI,SHS云计算,CSI,中证公司,主题指数,20141231,1000.0,20200421
1108,931471.CSI,SHS云计算(港币),CSI,中证公司,主题指数,20141231,1000.0,20200421
1109,931472.CSI,7-10年国开债L,CSI,中证公司,债券指数,20131231,100.0,20200717
1110,931476.CSI,ESG120策略,CSI,中证公司,策略指数,20170630,1000.0,20200430
1111,931477.CSI,华夏银行ESG,CSI,中证公司,策略指数,20170630,1000.0,20200430
1112,931479.CSI,证券保险,CSI,中证公司,二级行业指数,20151231,1000.0,20200506
1113,931480.CSI,线上消费,CSI,中证公司,主题指数,20141231,1000.0,20200506
1114,931481.CSI,SHS线上消费,CSI,中证公司,主题指数,20141231,1000.0,20200506
1115,931482.CSI,SHS线上消费(HKD),CSI,中证公司,主题指数,20141231,1000.0,20200506
1116,931483.CSI,电子科技50,CSI,中证公司,主题指数,20141231,1000.0,20200612
1117,931484.CSI,CS医药创新,CSI,中证公司,主题指数,20141231,1000.0,20200506
1118,931485.CSI,MG沪港深120,CSI,中证公司,策略指数,20141114,1000.0,20200506
1119,931486.CSI,MG沪港深120(HKD),CSI,中证公司,策略指数,20141114,1000.0,20200506
1120,931487.CSI,SHS人工智能50,CSI,中证公司,主题指数,20141231,1000.0,20200506
1121,931488.CSI,SHS人工智能50HKD,CSI,中证公司,主题指数,20041231,1000.0,20200506
1122,931489.CSI,A股通策略,CSI,中证公司,策略指数,20170331,1000.0,20200521
1123,931491.CSI,5G 100,CSI,中证公司,主题指数,20151231,1000.0,20200612
1124,931492.CSI,SHS 5G 100,CSI,中证公司,主题指数,20151231,1000.0,20200612
1125,931492HKD.CSI,SHS 5G 100(HKD),CSI,中证公司,主题指数,20151231,1000.0,20200612
1126,931494.CSI,消费电子,CSI,中证公司,主题指数,20121231,1000.0,20200612
1127,931495.CSI,工业互联,CSI,中证公司,主题指数,20141231,1000.0,20200708
1128,931496.CSI,交银理财大湾区,CSI,中证公司,策略指数,20141231,1000.0,20200610
1129,931496HKD.CSI,交银理财大湾区(HKD),CSI,中证公司,策略指数,20141231,1000.0,20200610
1130,931497.CSI,沪港深新基建,CSI,中证公司,主题指数,20141231,1000.0,20200707
1131,931497HKD.CSI,沪港深新基建(HKD),CSI,中证公司,主题指数,20141231,1000.0,20200707
1132,931499.CSI,长三角信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
1133,931500.CSI,京津冀信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
1134,931501.CSI,大湾区信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
1135,931502.CSI,北京信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
1136,931503.CSI,上海信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
1137,931504.CSI,天津信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
1138,931505.CSI,江苏信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
1139,931506.CSI,广东信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
1140,931507.CSI,山东信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
1141,931508.CSI,浙江信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
1142,931509.CSI,福建信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
1143,931510.CSI,湖北信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
1144,931511.CSI,四川信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
1145,931512.CSI,周期50,CSI,中证公司,主题指数,20141231,1000.0,20200717
1146,931513.CSI,公共卫生,CSI,中证公司,主题指数,20121231,1000.0,20200707
1147,931514.CSI,央企25债,CSI,中证公司,债券指数,20121231,100.0,20200701
1148,931515.CSI,0-5年央企25,CSI,中证公司,债券指数,20121231,100.0,20200701
1149,931516.CSI,3-7年央企25,CSI,中证公司,债券指数,20121231,100.0,20200701
1150,931517.CSI,0-3年银行50金融债,CSI,中证公司,债券指数,20131231,100.0,20200701
1151,931518.CSI,0-5年银行50金融债,CSI,中证公司,债券指数,20131231,100.0,20200701
1152,931519.CSI,3-7年银行50金融债,CSI,中证公司,债券指数,20131231,100.0,20200701
1153,931520.CSI,科技50领先,CSI,中证公司,策略指数,20141231,1000.0,20200717
1154,931521.CSI,军工科技,CSI,中证公司,主题指数,20121231,1000.0,20200708
1155,931522.CSI,产业融合,CSI,中证公司,主题指数,20141231,1000.0,20200701
1156,931523.CSI,SHS动漫游戏,CSI,中证公司,主题指数,20141114,1000.0,20200708
1157,931523HKD.CSI,SHS动漫游戏HKD,CSI,中证公司,主题指数,20141114,1000.0,20200708
1158,931524.CSI,SHS科技龙头,CSI,中证公司,主题指数,20141114,1000.0,20200716
1159,931524HKD.CSI,SHS科技龙头(HKD),CSI,中证公司,主题指数,20141114,1000.0,20200716
1160,931527.CSI,招银理财期限结构,CSI,中证公司,主题指数,20090331,1000.0,20200708
1161,931552.CSI,1-3年国债,CSI,中证公司,债券指数,20071231,100.0,20200803
1162,931553.CSI,0-1年国债,CSI,中证公司,债券指数,20071231,100.0,20200803
1163,931555.CSI,新能电池,CSI,中证公司,主题指数,20141231,1000.0,20150611
1164,931555CNY01.CSI,新能电池全收益,CSI,中证公司,主题指数,20141231,1000.0,20150611
1165,931560.CSI,银华股基,CSI,中证公司,其他,20131231,1000.0,20200810
1166,931561.CSI,银华债基,CSI,中证公司,其他,20131231,1000.0,20200810
1167,931562.CSI,银华货基,CSI,中证公司,其他,20131231,1000.0,20200810
1168,931563.CSI,银华配置,CSI,中证公司,其他,20131231,1000.0,20200810
1169,933000.CSI,沪深300(净)HKD(CNH),CSI,中证公司,规模指数,20041231,1000.0,20200720
1170,940048.CSI,G60综指全收益,CSI,中证公司,主题指数,20160524,1000.0,20191129
1171,940049.CSI,G60成指全收益,CSI,中证公司,主题指数,20160524,1000.0,20191129
1172,940083.CSI,上证长三角全收益,CSI,中证公司,主题指数,20121231,1000.0,20191022
1173,940084.CSI,2年国债(净),CSI,中证公司,债券指数,20081231,100.0,20191226
1174,940108.CSI,上证民企公司债(净),CSI,中证公司,债券指数,20111231,100.0,20200114
1175,940188.CSI,上证3-7年地债(净),CSI,中证公司,债券指数,20131231,1000.0,20200421
1176,940189.CSI,沪新基建全收益,CSI,中证公司,主题指数,20141231,1000.0,20200707
1177,950041.CSI,上证投资级转债及可交换债,CSI,中证公司,债券指数,20081231,100.0,20190425
1178,950045.CSI,上证5年期地债,CSI,中证公司,债券指数,20131231,100.0,20190129
1179,950046.CSI,上证3年期地债,CSI,中证公司,债券指数,20131231,100.0,20190129
1180,950047.CSI,上证1-5年地债,CSI,中证公司,债券指数,20131231,100.0,20190425
1181,950048.CSI,G60综指,CSI,中证公司,主题指数,20160524,1000.0,20191129
1182,950049.CSI,G60成指,CSI,中证公司,主题指数,20160524,1000.0,20191129
1183,950050.CSI,沪红利配置,CSI,上交所,策略指数,20131231,1000.0,20190422
1184,950051.CSI,沪转债L,CSI,中证公司,债券指数,20081231,100.0,20191115
1185,950070.CSI,上证汽车,CSI,中证公司,主题指数,20041231,1000.0,20150421
1186,950071.CSI,上证基建,CSI,中证公司,主题指数,20041231,1000.0,20150421
1187,950072.CSI,沪信安全,CSI,中证公司,主题指数,20101231,1000.0,20150713
1188,950073.CSI,沪互联网,CSI,中证公司,主题指数,20120629,1000.0,20150529
1189,950074.CSI,沪互金融,CSI,中证公司,主题指数,20120629,1000.0,20150529
1190,950075.CSI,沪现代农,CSI,中证公司,主题指数,20101231,1000.0,20150713
1191,950076.CSI,50两倍,CSI,中证公司,策略指数,20090630,2500.0,20150616
1192,950077.CSI,50反向,CSI,中证公司,策略指数,20090630,2500.0,20150616
1193,950078.CSI,50反两,CSI,中证公司,策略指数,20090630,2500.0,20150616
1194,950079.CSI,上证混改,CSI,中证公司,主题指数,20131231,1000.0,20150803
1195,950080.CSI,中小企改,CSI,中证公司,主题指数,20131231,1000.0,20150803
1196,950081.CSI,180碳效,CSI,中证公司,主题指数,20130628,1000.0,20151008
1197,950082.CSI,上海改革,CSI,中证公司,主题指数,20111231,1000.0,20150803
1198,950083.CSI,上证长三角,CSI,中证公司,主题指数,20121231,1000.0,20191022
1199,950084.CSI,2年国债,CSI,中证公司,债券指数,20081231,100.0,20191226
1200,950090.CSI,50AH优选,CSI,中证公司,策略指数,20041231,1000.0,20151210
1201,950096.CSI,上海国企,CSI,中证公司,主题指数,20121231,1000.0,20160511
1202,950105.CSI,上证证券,CSI,中证公司,行业指数,20121231,1000.0,20161018
1203,950106.CSI,上证创新,CSI,中证公司,主题指数,20121231,1000.0,20161019
1204,950107.CSI,380创新,CSI,中证公司,主题指数,20121231,1000.0,20161019
1205,950108.CSI,上证民企公司债,CSI,中证公司,债券指数,20111231,100.0,20200114
1206,950119.CSI,上证可交换债,CSI,中证公司,债券指数,20151231,100.0,20190129
1207,950120.CSI,上证转债及可交换债,CSI,中证公司,债券指数,20021231,100.0,20190129
1208,950126.CSI,沪信用债AAA,CSI,中证公司,债券指数,20111231,100.0,20190627
1209,950127.CSI,沪信用债AA+,CSI,中证公司,债券指数,20081231,100.0,20190627
1210,950128.CSI,沪信用债AA,CSI,中证公司,债券指数,20081231,100.0,20190627
1211,950129.CSI,沪信用债0-1,CSI,中证公司,债券指数,20111231,100.0,20190627
1212,950130.CSI,沪信用债1-3,CSI,中证公司,债券指数,20081231,100.0,20190627
1213,950131.CSI,沪信用债3-5,CSI,中证公司,债券指数,20111231,100.0,20190627
1214,950132.CSI,沪信用债5-7,CSI,中证公司,债券指数,20071231,100.0,20190627
1215,950133.CSI,沪信用债7-10,CSI,中证公司,债券指数,20111231,100.0,20190627
1216,950134.CSI,沪信用债1-5,CSI,中证公司,债券指数,20111231,100.0,20190627
1217,950135.CSI,沪信用债中高等级,CSI,中证公司,债券指数,20071231,100.0,20190627
1218,950136.CSI,沪信用债0-1中高等级,CSI,中证公司,债券指数,20111231,100.0,20190627
1219,950137.CSI,沪信用债1-3中高等级,CSI,中证公司,债券指数,20071231,100.0,20190627
1220,950138.CSI,沪信用债3-5中高等级,CSI,中证公司,债券指数,20071231,100.0,20190627
1221,950139.CSI,沪信用债5-7中高等级,CSI,中证公司,债券指数,20071231,100.0,20190627
1222,950140.CSI,沪信用债7-10中高等级,CSI,中证公司,债券指数,20111231,100.0,20190627
1223,950141.CSI,沪信用债1-5中高等级,CSI,中证公司,债券指数,20071231,100.0,20190627
1224,950142.CSI,沪信用债0-1AAA,CSI,中证公司,债券指数,20111231,100.0,20190627
1225,950143.CSI,沪信用债1-3AAA,CSI,中证公司,债券指数,20111231,100.0,20190627
1226,950144.CSI,沪信用债3-5AAA,CSI,中证公司,债券指数,20111231,100.0,20190627
1227,950145.CSI,沪信用债5-7AAA,CSI,中证公司,债券指数,20111231,100.0,20190627
1228,950146.CSI,沪信用债7-10AAA,CSI,中证公司,债券指数,20111231,100.0,20190627
1229,950147.CSI,沪信用债1-5AAA,CSI,中证公司,债券指数,20111231,100.0,20190627
1230,950148.CSI,沪信用债0-1AA+,CSI,中证公司,债券指数,20111231,100.0,20190627
1231,950149.CSI,沪信用债1-3AA+,CSI,中证公司,债券指数,20091231,100.0,20190627
1232,950150.CSI,沪信用债3-5AA+,CSI,中证公司,债券指数,20081231,100.0,20190627
1233,950151.CSI,沪信用债5-7AA+,CSI,中证公司,债券指数,20081231,100.0,20190627
1234,950152.CSI,沪信用债7-10AA+,CSI,中证公司,债券指数,20091231,100.0,20190627
1235,950153.CSI,沪信用债1-5AA+,CSI,中证公司,债券指数,20081231,100.0,20190627
1236,950154.CSI,沪信用债0-1AA,CSI,中证公司,债券指数,20121231,100.0,20190627
1237,950155.CSI,沪信用债1-3AA,CSI,中证公司,债券指数,20091231,100.0,20190627
1238,950156.CSI,沪信用债3-5AA,CSI,中证公司,债券指数,20081231,100.0,20190627
1239,950157.CSI,沪信用债5-7AA,CSI,中证公司,债券指数,20081231,100.0,20190627
1240,950158.CSI,沪信用债7-10AA,CSI,中证公司,债券指数,20091231,100.0,20190627
1241,950159.CSI,沪信用债1-5AA,CSI,中证公司,债券指数,20081231,100.0,20190627
1242,950183.CSI,上证绿色债AAA,CSI,中证公司,债券指数,20161230,100.0,20190627
1243,950184.CSI,上证高等级绿色债,CSI,中证公司,债券指数,20161230,100.0,20190627
1244,950185.CSI,上证绿色企债,CSI,中证公司,债券指数,20161230,100.0,20190627
1245,950187.CSI,50备兑,CSI,中证公司,策略指数,20150209,1000.0,20200521
1246,950188.CSI,上证3-7年地债,CSI,中证公司,债券指数,20131231,1000.0,20200421
1247,950189.CSI,沪新基建,CSI,中证公司,主题指数,20141231,1000.0,20200707
1248,980001.CSI,中华半导体芯片(全)CNY,CSI,中华证券交易服务有限公司,主题指数,20111230,2000.0,20190318
1249,980002.CSI,中华半导体芯片(全)HKD,CSI,中华证券交易服务有限公司,主题指数,20111230,2000.0,20190318
1250,990001.CSI,中华半导体芯片CNY,CSI,中华证券交易服务有限公司,主题指数,20031231,1000.0,20190318
1251,990002.CSI,中华半导体芯片HKD,CSI,中华证券交易服务有限公司,主题指数,20111230,2000.0,20190318
1252,CES001.CSI,中华120HKD,CSI,中华证券交易服务有限公司,规模指数,20041231,2000.0,20121210
1253,CES002.CSI,中华A80HKD,CSI,中华证券交易服务有限公司,规模指数,20041231,2000.0,20130318
1254,CES003.CSI,中华香港内地指数CNY,CSI,中华证券交易服务有限公司,主题指数,20041231,2000.0,20130318
1255,CES004.CSI,中华280(HKD),CSI,中华证券交易服务有限公司,规模指数,20041231,2000.0,20140707
1256,CES005.CSI,中华沪深港300HKD,CSI,中华证券交易服务有限公司,规模指数,20081231,2000.0,20141215
1257,CES006.CSI,中华港股通精选100CNY,CSI,中华证券交易服务有限公司,规模指数,20081231,2000.0,20141215
1258,CES007.CSI,中华博彩指数CNY,CSI,中华证券交易服务有限公司,行业指数,20110304,3000.0,20160418
1259,CES008.CSI,中华民企指数HKD,CSI,中华证券交易服务有限公司,规模指数,20081231,1000.0,20170123
1260,CES009.CSI,中华港股通优选50CNY,CSI,中华证券交易服务有限公司,其他,20111230,2000.0,20180104
1261,CES010.CSI,中华香港生物科技CNY,CSI,中华证券交易服务有限公司,其他,20141212,2000.0,20181114
1262,CES012.CSI,克而瑞内房股领先指数CNY,CSI,中华证券交易服务有限公司,主题指数,20120330,2000.0,20190318
1263,CES100.CSI,中华港股通精选100,CSI,中华证券交易服务有限公司,规模指数,20081231,2000.0,20141215
1264,CES101.CSI,中华120(全),CSI,中华证券交易服务有限公司,规模指数,20041231,2000.0,20121210
1265,CES102.CSI,中华A80(全),CSI,中华证券交易服务有限公司,规模指数,20041231,2000.0,20130318
1266,CES103.CSI,中华香港内地指数(全) CNY,CSI,中华证券交易服务有限公司,主题指数,20041231,2000.0,20130318
1267,CES104.CSI,中华280全收益,CSI,中华证券交易服务有限公司,规模指数,20041231,2000.0,20140707
1268,CES105.CSI,中华沪深港300(全),CSI,中华证券交易服务有限公司,规模指数,20081231,2000.0,20141215
1269,CES106.CSI,中华港股通精选100(全)CNY,CSI,中华证券交易服务有限公司,规模指数,20081231,2000.0,20141215
1270,CES107.CSI,中华博彩指数(全)CNY,CSI,中华证券交易服务有限公司,行业指数,20110304,3000.0,20160418
1271,CES108.CSI,中华民企指数(全)HKD,CSI,中华证券交易服务有限公司,规模指数,20081231,1000.0,20170123
1272,CES109.CSI,中华港股通优选50(全)CNY,CSI,中华证券交易服务有限公司,其他,20111230,2000.0,20180104
1273,CES110.CSI,中华香港生物科技(全)CNY,CSI,中华证券交易服务有限公司,其他,20141212,2000.0,20181114
1274,CES112.CSI,克而瑞内房股领先全收益指数CNY,CSI,中华证券交易服务有限公司,主题指数,20120330,2000.0,20190318
1275,CES120.CSI,中华120,CSI,中华证券交易服务有限公司,规模指数,20041231,2000.0,20121210
1276,CES201.CSI,中华120(全)HKD,CSI,中华证券交易服务有限公司,规模指数,20041231,2000.0,20121210
1277,CES202.CSI,中华A80(全)HKD,CSI,中华证券交易服务有限公司,规模指数,20041231,2000.0,20130318
1278,CES203.CSI,中华香港内地指数(全),CSI,中华证券交易服务有限公司,主题指数,20041231,2000.0,20130318
1279,CES204.CSI,中华280全收益(HKD),CSI,中华证券交易服务有限公司,规模指数,20041231,2000.0,20140707
1280,CES205.CSI,中华沪深港300(全)HKD,CSI,中华证券交易服务有限公司,规模指数,20081231,2000.0,20141215
