,0,1,2,3,4,5,6
0,159987.SZ,0.998,100200,20191209,B,100000,0
1,515200.SH,1.008,99206,20191211,B,100000,0
2,515020.SH,1.022,97847,20191218,B,100000,0
3,515020.SH,1.03,97847,20191224,S,100782.41,0.7824100000000035
4,515020.SH,1.025,98324,20191230,B,100782.41,0
5,515650.SH,0.978,102249,20191211,B,100000,0
6,515650.SH,0.978,102249,20191212,S,99999.522,-0.00047800000000279395
7,515650.SH,0.997,100300,20191218,B,99999.522,0
8,515650.SH,0.993,100300,20191220,S,99597.9,-0.40162391976233947
9,515650.SH,0.9890000000000001,100706,20191225,B,99597.9,0
10,515810.SH,0.958,104384,20191108,B,100000,0
11,515810.SH,0.95,104384,20191213,S,99164.79999999999,-0.8352000000000116
12,515810.SH,0.976,101603,20191217,B,99164.79999999999,0
13,515810.SH,0.977,101603,20191223,S,99266.131,0.1021844444803051
14,515800.SH,1.003,99701,20191231,B,100000,0
15,515580.SH,1.04,96154,20191120,B,100000,0
16,515860.SH,1.016,98425,20191106,B,100000,0
17,515860.SH,1.0090000000000001,98425,20191112,S,99310.82500000001,-0.6891749999999883
18,515860.SH,1.083,91700,20191217,B,99310.82500000001,0
19,515520.SH,0.9940000000000001,100604,20191211,B,100000,0
20,515520.SH,1.005,100604,20191224,S,101107.01999999999,1.1070199999999895
21,515520.SH,1.022,98931,20191227,B,101107.01999999999,0
22,515360.SH,3.83,26110,20191206,B,100000,0
23,515360.SH,3.861,26110,20191213,S,100810.71,0.8107100000000064
24,515360.SH,3.972,25380,20191217,B,100810.71,0
25,512970.SH,0.985,101523,20191209,B,100000,0
26,512970.SH,0.993,101523,20191213,S,100812.33899999999,0.8123389999999927
27,512970.SH,1.0190000000000001,98933,20191216,B,100812.33899999999,0
28,512970.SH,1.023,98933,20191223,S,101208.45899999999,0.3929280918677974
29,515010.SH,0.945,105820,20191205,B,100000,0
30,515050.SH,0.9990000000000001,100100,20191105,B,100000,0
31,515050.SH,0.976,100100,20191031,S,97697.59999999999,-2.3024000000000084
32,515050.SH,0.9990000000000001,97795,20191105,B,97697.59999999999,0
33,515050.SH,0.9840000000000001,97795,20191107,S,96230.28000000001,-1.5018997396046352
34,515050.SH,0.9940000000000001,96811,20191108,B,96230.28000000001,0
35,515050.SH,1.018,96811,20191220,S,98553.598,2.4143315388877435
36,510100.SH,1.042,95969,20191106,B,100000,0
37,510100.SH,1.023,95969,20191122,S,98176.287,-1.8237130000000035
38,510100.SH,1.02,96251,20191211,B,98176.287,0
39,512530.SH,1.008,99206,20191014,B,100000,0
40,512530.SH,0.9940000000000001,99206,20191129,S,98610.76400000001,-1.38923599999999
41,512530.SH,1.012,97441,20191213,B,98610.76400000001,0
42,512530.SH,1.023,97441,20191224,S,99682.143,1.086472669454205
43,512530.SH,1.034,96404,20191227,B,99682.143,0
44,515880.SH,1.092,91575,20191218,B,100000,0
45,515880.SH,1.067,91575,20190926,S,97710.525,-2.2894750000000057
46,515880.SH,1.037,94224,20191209,B,97710.525,0
47,515880.SH,1.006,94224,20191031,S,94789.344,-2.989627780630589
48,515880.SH,1.025,92477,20191105,B,94789.344,0
49,515880.SH,1.0090000000000001,92477,20191107,S,93309.293,-1.5614107425408412
50,515880.SH,1.022,91301,20191108,B,93309.293,0
51,515300.SH,1.03,97087,20191014,B,100000,0
52,515300.SH,1.026,97087,20191018,S,99611.262,-0.38873799999999753
53,515300.SH,1.02,97658,20191108,B,99611.262,0
54,515300.SH,1.021,97658,20191111,S,99708.81799999998,0.09793671723583053
55,515300.SH,1.013,98429,20191212,B,99708.81799999998,0
56,515300.SH,1.005,98429,20191129,S,98921.14499999999,-0.7899732599377473
57,515300.SH,1.013,97652,20191212,B,98921.14499999999,0
58,512190.SH,1.046,95602,20191014,B,100000,0
59,512190.SH,1.0190000000000001,95602,20191031,S,97418.43800000001,-2.5815619999999906
60,512190.SH,1.036,94033,20191108,B,97418.43800000001,0
61,512190.SH,1.033,94033,20191224,S,97136.08899999999,-0.28983117138463715
62,512190.SH,1.038,93580,20191227,B,97136.08899999999,0
63,159968.SZ,5.0089999999999995,19964,20191206,B,100000,0
64,159968.SZ,4.902,19964,20191125,S,97863.528,-2.136471999999994
65,159968.SZ,5.023,19483,20191209,B,97863.528,0
66,159968.SZ,5.041,19483,20191213,S,98213.80300000001,0.3579219012010365
67,159968.SZ,5.15,19071,20191216,B,98213.80300000001,0
68,159968.SZ,5.183,19071,20191223,S,98844.993,0.6426693404795533
69,159968.SZ,5.268,18763,20191231,B,98844.993,0
70,512650.SH,0.982,101833,20191108,B,100000,0
71,512650.SH,0.966,101833,20191122,S,98370.678,-1.6293220000000002
72,512650.SH,0.973,101100,20191211,B,98370.678,0
73,512650.SH,0.997,101100,20191223,S,100796.7,2.4662044110339436
74,512650.SH,1.021,98724,20191231,B,100796.7,0
75,512710.SH,1.146,87260,20190909,B,100000,0
76,512710.SH,1.131,87260,20190911,S,98691.06,-1.3089400000000024
77,512710.SH,1.119,88196,20190912,B,98691.06,0
78,512710.SH,1.001,88196,20191031,S,88284.196,-10.544890286921634
79,512710.SH,1.008,87584,20191108,B,88284.196,0
80,512710.SH,1.005,87584,20191111,S,88021.91999999998,-0.29708148443693433
81,512710.SH,1.013,86892,20191205,B,88021.91999999998,0
82,515000.SH,1.09,91743,20190830,B,100000,0
83,515000.SH,1.177,91743,20190912,S,107981.511,7.9815109999999985
84,515000.SH,1.21,89241,20191028,B,107981.511,0
85,515000.SH,1.18,89241,20190926,S,105304.37999999999,-2.4792494337294544
86,515000.SH,1.1520000000000001,91410,20191017,B,105304.37999999999,0
87,515000.SH,1.232,91410,20191122,S,112617.12,6.944383509973664
88,515000.SH,1.218,92461,20191209,B,112617.12,0
89,515000.SH,1.235,92461,20191213,S,114189.335,1.3960710414189346
90,515000.SH,1.271,89842,20191216,B,114189.335,0
91,512930.SH,1.202,83195,20190909,B,100000,0
92,512930.SH,1.167,83195,20190912,S,97088.565,-2.9114349999999978
93,512930.SH,1.214,79974,20191217,B,97088.565,0
94,512930.SH,1.157,79974,20190926,S,92529.918,-4.695349035182462
95,512930.SH,1.117,82838,20191029,B,92529.918,0
96,512930.SH,1.1179999999999999,82838,20191107,S,92612.88399999999,0.08966397225164059
97,512930.SH,1.127,82176,20191108,B,92612.88399999999,0
98,512720.SH,1.05,95238,20190830,B,100000,0
99,512720.SH,1.051,95238,20190902,S,100095.13799999999,0.09513799999999173
100,512720.SH,1.109,90257,20190903,B,100095.13799999999,0
101,512720.SH,1.17,90257,20190912,S,105600.68999999999,5.500319106408542
102,512720.SH,1.187,88964,20191217,B,105600.68999999999,0
103,512720.SH,1.105,88964,20191031,S,98305.22,-6.908543874097781
104,512720.SH,1.103,89125,20191122,B,98305.22,0
105,512720.SH,1.102,89125,20191125,S,98215.75000000001,-0.09101246098629005
106,512720.SH,1.109,88562,20191206,B,98215.75000000001,0
107,512670.SH,0.995,100503,20190820,B,100000,0
108,512670.SH,1.122,100503,20190911,S,112764.36600000001,12.76436600000001
109,512670.SH,1.111,101498,20190916,B,112764.36600000001,0
110,512670.SH,1.018,101498,20191017,S,103324.964,-8.370908590041646
111,512670.SH,1.024,100903,20191029,B,103324.964,0
112,512670.SH,1.018,100903,20191031,S,102719.254,-0.5862184476541471
113,512670.SH,1.0290000000000001,99824,20191205,B,102719.254,0
114,512670.SH,0.9990000000000001,99824,20191125,S,99724.176,-2.9157902568100758
115,512670.SH,1.032,96632,20191206,B,99724.176,0
116,512670.SH,1.03,96632,20191212,S,99530.96,-0.19375041013124072
117,512670.SH,1.063,93632,20191218,B,99530.96,0
118,513000.SH,1.001,99900,20190709,B,100000,0
119,513000.SH,1.004,99900,20190729,S,100299.6,0.2996000000000058
120,513000.SH,1.005,99801,20190828,B,100299.6,0
121,513000.SH,0.997,99801,20190827,S,99501.597,-0.7956193245037981
122,513000.SH,1.005,99007,20190828,B,99501.597,0
123,513000.SH,1.073,99007,20190926,S,106234.511,6.766639132435236
124,513000.SH,1.08,98365,20191016,B,106234.511,0
125,513000.SH,1.109,98365,20191114,S,109086.785,2.684884575785363
126,513000.SH,1.1179999999999999,97573,20191118,B,109086.785,0
127,513000.SH,1.064,97573,20191121,S,103817.672,-4.830202851793641
128,513000.SH,1.13,91874,20191213,B,103817.672,0
129,513000.SH,1.114,91874,20191129,S,102347.63600000001,-1.4159785821435031
130,513000.SH,1.117,91627,20191212,B,102347.63600000001,0
131,513000.SH,1.122,91627,20191219,S,102805.494,0.4473557161593774
132,513520.SH,1.006,99404,20190712,B,100000,0
133,513520.SH,1.001,99404,20190729,S,99503.404,-0.49659600000000503
134,513520.SH,1.003,99206,20190827,B,99503.404,0
135,513520.SH,1.056,99206,20191008,S,104761.53600000001,5.2843739898586914
136,513520.SH,1.089,96200,20191022,B,104761.53600000001,0
137,513520.SH,1.093,96200,20191031,S,105146.59999999999,0.3675623847286698
138,513520.SH,1.0959999999999999,95937,20191104,B,105146.59999999999,0
139,513520.SH,1.104,95937,20191115,S,105914.448,0.7302642215725594
140,513520.SH,1.102,96111,20191120,B,105914.448,0
141,513520.SH,1.097,96111,20191121,S,105433.76699999999,-0.453838932342839
142,513520.SH,1.127,93553,20191213,B,105433.76699999999,0
143,513520.SH,1.11,93553,20191202,S,103843.83000000002,-1.507996010424228
144,513520.SH,1.113,93301,20191212,B,103843.83000000002,0
145,513520.SH,1.128,93301,20191213,S,105243.52799999999,1.3478874960601652
146,513520.SH,1.131,93054,20191217,B,105243.52799999999,0
147,513520.SH,1.122,93054,20191219,S,104406.588,-0.7952412997785364
148,513800.SH,1.0170000000000001,98328,20190904,B,100000,0
149,513800.SH,1.006,98328,20190710,S,98917.968,-1.0820320000000065
150,513800.SH,1.016,97360,20190902,B,98917.968,0
151,513800.SH,1.0,97360,20190729,S,97360.0,-1.5750101134305485
152,513800.SH,1.003,97069,20190730,B,97360.0,0
153,513800.SH,0.997,97069,20190814,S,96777.793,-0.5979940427280145
154,513800.SH,1.0,96778,20190827,B,96777.793,0
155,513800.SH,1.003,96778,20190827,S,97068.33399999999,0.3002145337205436
156,513800.SH,1.005,96585,20190828,B,97068.33399999999,0
157,513800.SH,1.06,96585,20190930,S,102380.1,5.472192404167582
158,513800.SH,1.083,94534,20191024,B,102380.1,0
159,513800.SH,1.068,94534,20191021,S,100962.312,-1.3848277155423763
160,513800.SH,1.085,93053,20191025,B,100962.312,0
161,513800.SH,1.097,93053,20191107,S,102079.141,1.106184058067131
162,513800.SH,1.109,92046,20191108,B,102079.141,0
163,513800.SH,1.101,92046,20191112,S,101342.646,-0.7214941199397533
164,513800.SH,1.111,91218,20191113,B,101342.646,0
165,513800.SH,1.1079999999999999,91218,20191115,S,101069.544,-0.26948378671699474
166,513800.SH,1.125,89840,20191119,B,101069.544,0
167,513800.SH,1.121,89840,20191212,S,100710.64,-0.3551059852412068
168,513800.SH,1.129,89203,20191217,B,100710.64,0
169,513880.SH,0.9940000000000001,100604,20190828,B,100000,0
170,513880.SH,0.983,100604,20190729,S,98893.732,-1.1062679999999965
171,513880.SH,0.9940000000000001,99491,20190828,B,98893.732,0
172,513880.SH,0.9890000000000001,99491,20190814,S,98396.59900000002,-0.5026941444579996
173,513880.SH,0.9940000000000001,98991,20190828,B,98396.59900000002,0
174,513880.SH,1.046,98991,20190926,S,103544.58600000001,5.231874935026965
175,513880.SH,1.057,97961,20191017,B,103544.58600000001,0
176,513880.SH,1.074,97961,20191031,S,105210.114,1.6085128777278523
177,513880.SH,1.09,96523,20191105,B,105210.114,0
178,513880.SH,1.073,96523,20191111,S,103569.17899999999,-1.5596741963420095
179,513880.SH,1.092,94844,20191115,B,103569.17899999999,0
180,513880.SH,1.091,94844,20191115,S,103474.804,-0.09112266883952556
181,513880.SH,1.094,94584,20191126,B,103474.804,0
182,513880.SH,1.08,94584,20191121,S,102150.72,-1.2796197226911419
183,513880.SH,1.094,93374,20191206,B,102150.72,0
184,513880.SH,1.097,93374,20191202,S,102431.27799999999,0.27465102546510684
185,513880.SH,1.101,93035,20191220,B,102431.27799999999,0
186,513880.SH,1.103,93035,20191219,S,102617.605,0.18190439838113198
187,512910.SH,1.023,97752,20190723,B,100000,0
188,512910.SH,1.0290000000000001,97752,20190827,S,100586.80800000002,0.5868080000000191
189,512910.SH,1.04,96718,20190903,B,100586.80800000002,0
190,512910.SH,1.061,96718,20190912,S,102617.798,2.019141516052459
191,512910.SH,1.0759999999999998,95370,20191014,B,102617.798,0
192,512910.SH,1.061,95370,20191017,S,101187.56999999999,-1.3937426332223606
193,512910.SH,1.0859999999999999,93175,20191106,B,101187.56999999999,0
194,512750.SH,1.032,96899,20190724,B,100000,0
195,512750.SH,1.033,96899,20190801,S,100096.66699999999,0.09666699999998672
196,512750.SH,1.0070000000000001,99401,20190822,B,100096.66699999999,0
197,512750.SH,1.026,99401,20190918,S,101985.426,1.8869349565855378
198,512750.SH,1.05,97129,20191014,B,101985.426,0
199,512750.SH,1.052,97129,20191108,S,102179.708,0.1904997680746972
200,512750.SH,1.022,99980,20191212,B,102179.708,0
201,512170.SH,1.084,92251,20190701,B,100000,0
202,512170.SH,1.07,92251,20190705,S,98708.57,-1.291429999999993
203,512170.SH,1.09,90558,20190814,B,98708.57,0
204,512170.SH,1.068,90558,20190718,S,96715.944,-2.0186960463513994
205,512170.SH,1.074,90052,20190813,B,96715.944,0
206,512170.SH,1.16,90052,20190830,S,104460.31999999999,8.007341581652751
207,512170.SH,1.207,86545,20190910,B,104460.31999999999,0
208,512170.SH,1.19,86545,20190912,S,102988.54999999999,-1.4089273324071803
209,512170.SH,1.215,84764,20190920,B,102988.54999999999,0
210,512170.SH,1.21,84764,20190924,S,102564.44,-0.4118030596605021
211,512170.SH,1.249,82117,20191011,B,102564.44,0
212,512170.SH,1.18,82117,20190927,S,96898.06,-5.524702323729359
213,512170.SH,1.256,77148,20191014,B,96898.06,0
214,512170.SH,1.2429999999999999,77148,20191022,S,95894.96399999999,-1.0352075160225138
215,512170.SH,1.2930000000000001,74165,20191101,B,95894.96399999999,0
216,512170.SH,1.338,74165,20191122,S,99232.77,3.480689559464261
217,512170.SH,1.245,79705,20191211,B,99232.77,0
218,512170.SH,1.247,79705,20191213,S,99392.13500000001,0.1605971495101923
219,512170.SH,1.2919999999999998,76929,20191217,B,99392.13500000001,0
220,512170.SH,1.265,76929,20191220,S,97315.185,-2.0896522647390676
221,510350.SH,3.83,26110,20190902,B,100000,0
222,510350.SH,3.909,26110,20190912,S,102063.98999999999,2.0639899999999907
223,510350.SH,3.9619999999999997,25761,20191104,B,102063.98999999999,0
224,510350.SH,3.883,25761,20191031,S,100029.963,-1.992893869816365
225,510350.SH,3.972,25184,20191106,B,100029.963,0
226,512760.SH,1.053,94967,20190627,B,100000,0
227,512760.SH,1.06,94967,20190701,S,100665.02,0.665020000000004
228,512760.SH,1.113,90445,20190725,B,100665.02,0
229,512760.SH,1.046,90445,20190704,S,94605.47,-6.019518994780911
230,512760.SH,1.094,86477,20190724,B,94605.47,0
231,512760.SH,1.153,86477,20190826,S,99707.981,5.3934629784091745
232,512760.SH,1.215,82064,20190830,B,99707.981,0
233,512760.SH,1.381,82064,20190926,S,113330.384,13.662299510407303
234,512760.SH,1.327,85403,20191104,B,113330.384,0
235,512760.SH,1.311,85403,20191107,S,111963.333,-1.2062528615450616
236,512760.SH,1.324,84564,20191108,B,111963.333,0
237,512760.SH,1.35,84564,20191121,S,114161.40000000001,1.9632025423894892
238,512760.SH,1.413,80794,20191204,B,114161.40000000001,0
239,512480.SH,1.025,97561,20190627,B,100000,0
240,512480.SH,1.025,97561,20190701,S,100000.025,2.4999999994179235e-05
241,512480.SH,1.053,94967,20190726,B,100000.025,0
242,512480.SH,1.014,94967,20190704,S,96296.538,-3.703486074128475
243,512480.SH,1.0,96297,20190722,B,96296.538,0
244,512480.SH,1.053,96297,20190731,S,101400.741,5.300505195731953
245,512480.SH,1.097,92435,20190819,B,101400.741,0
246,512480.SH,1.074,92435,20190826,S,99275.19,-2.0961888237088844
247,512480.SH,1.131,87776,20190830,B,99275.19,0
248,512480.SH,1.266,87776,20190916,S,111124.416,11.935737418382171
249,512480.SH,1.355,82011,20190924,B,111124.416,0
250,512480.SH,1.2819999999999998,82011,20190926,S,105138.10199999998,-5.3870375345774715
251,512480.SH,1.227,85687,20191104,B,105138.10199999998,0
252,512480.SH,1.208,85687,20191107,S,103509.896,-1.5486355270137855
253,512480.SH,1.227,84360,20191108,B,103509.896,0
254,512480.SH,1.258,84360,20191121,S,106124.88,2.526313039673049
255,512480.SH,1.237,85792,20191122,B,106124.88,0
256,510890.SH,1.032,96899,20190920,B,100000,0
257,510890.SH,1.018,96899,20190709,S,98643.182,-1.3568179999999992
258,510890.SH,1.028,95956,20190730,B,98643.182,0
259,510890.SH,1.0190000000000001,95956,20190801,S,97779.16400000002,-0.8759024014452228
260,510890.SH,0.995,98271,20190820,B,97779.16400000002,0
261,510890.SH,1.022,98271,20190918,S,100432.962,2.7140731127543494
262,510890.SH,1.03,97508,20191016,B,100432.962,0
263,510890.SH,1.005,97508,20190924,S,97995.54,-2.4269143829493007
264,510890.SH,1.03,95141,20191016,B,97995.54,0
265,510890.SH,1.028,95141,20191018,S,97804.948,-0.1944904839546674
266,510890.SH,1.0270000000000001,95234,20191217,B,97804.948,0
267,510890.SH,0.995,95234,20191129,S,94757.83,-3.1155049537984545
268,510890.SH,1.003,94474,20191212,B,94757.83,0
269,512290.SH,0.946,105708,20190618,B,100000,0
270,512290.SH,1.0190000000000001,105708,20190705,S,107716.45200000002,7.71645200000002
271,512290.SH,1.028,104783,20190725,B,107716.45200000002,0
272,512290.SH,1.128,104783,20190830,S,118195.22399999999,9.728107271858496
273,512290.SH,1.1420000000000001,103498,20190905,B,118195.22399999999,0
274,512290.SH,1.155,103498,20190912,S,119540.19,1.1379190753088424
275,512290.SH,1.167,102434,20190920,B,119540.19,0
276,512690.SH,1.013,98717,20190621,B,100000,0
277,512690.SH,0.977,98717,20190521,S,96446.50899999999,-3.5534910000000095
278,512690.SH,0.963,100152,20190619,B,96446.50899999999,0
279,512690.SH,0.9520000000000001,100152,20190617,S,95344.70400000001,-1.1424000841751345
280,512690.SH,1.028,92748,20190624,B,95344.70400000001,0
281,512690.SH,1.077,92748,20190705,S,99889.59599999999,4.766800681451564
282,512690.SH,1.084,92149,20190711,B,99889.59599999999,0
283,512690.SH,1.04,92149,20190801,S,95834.96,-4.0591174280052
284,512690.SH,1.06,90410,20190814,B,95834.96,0
285,512690.SH,1.0959999999999999,90410,20190827,S,99089.35999999999,3.3958380115147744
286,512690.SH,1.15,86165,20190830,B,99089.35999999999,0
287,512690.SH,1.125,86165,20190905,S,96935.625,-2.1735280155205223
288,512690.SH,1.148,84439,20190925,B,96935.625,0
289,512690.SH,1.13,84439,20190927,S,95416.06999999999,-1.5675918941049873
290,512690.SH,1.143,83479,20191104,B,95416.06999999999,0
291,512690.SH,1.14,83479,20191112,S,95166.06,-0.26202085246226847
292,512690.SH,1.162,81899,20191113,B,95166.06,0
293,512690.SH,1.1420000000000001,81899,20191212,S,93528.65800000001,-1.7205734901707472
294,512690.SH,1.16,80628,20191218,B,93528.65800000001,0
295,512690.SH,1.149,80628,20191220,S,92641.572,-0.9484643733474826
296,512380.SH,0.917,109051,20190612,B,100000,0
297,512380.SH,0.972,109051,20190705,S,105997.572,5.997572
298,512380.SH,0.975,108715,20190729,B,105997.572,0
299,512380.SH,0.9690000000000001,108715,20190801,S,105344.835,-0.6158037280325569
300,512380.SH,0.966,109053,20190819,B,105344.835,0
301,512380.SH,0.966,109053,20190827,S,105345.198,0.00034458262713834545
302,512380.SH,0.982,107276,20190903,B,105345.198,0
303,512380.SH,0.97,107276,20190830,S,104057.72,-1.2221515782807706
304,512380.SH,0.982,105965,20190903,B,104057.72,0
305,512380.SH,1.004,105965,20190912,S,106388.86,2.2402374374529823
306,512380.SH,1.01,105336,20191106,B,106388.86,0
307,512380.SH,1.0,105336,20191017,S,105336.0,-0.9896336890911328
308,512380.SH,1.01,104293,20191106,B,105336.0,0
309,512380.SH,1.006,104293,20191111,S,104918.758,-0.39610579479000374
310,512380.SH,1.01,103880,20191213,B,104918.758,0
311,512380.SH,0.9940000000000001,103880,20191213,S,103256.72000000002,-1.5841190190223047
312,512380.SH,1.0290000000000001,100347,20191217,B,103256.72000000002,0
313,512270.SH,1.043,95877,20190422,B,100000,0
314,512270.SH,0.9490000000000001,95877,20190520,S,90987.273,-9.012727
315,512270.SH,0.956,95175,20190531,B,90987.273,0
316,512270.SH,0.9490000000000001,95175,20190604,S,90321.07500000001,-0.7321881160236436
317,512270.SH,0.956,94478,20190614,B,90321.07500000001,0
318,512270.SH,0.953,94478,20190617,S,90037.534,-0.3139256258852233
319,512270.SH,0.9840000000000001,91502,20190624,B,90037.534,0
320,512270.SH,0.975,91502,20190626,S,89214.45,-0.9141565338739759
321,512270.SH,0.997,89483,20190910,B,89214.45,0
322,512270.SH,0.993,89483,20190705,S,88856.619,-0.40109085467655864
323,512270.SH,0.987,90027,20190729,B,88856.619,0
324,512270.SH,0.983,90027,20190801,S,88496.541,-0.40523486494574884
325,512270.SH,0.9640000000000001,91801,20190819,B,88496.541,0
326,512270.SH,0.963,91801,20190827,S,88404.363,-0.10416000327063618
327,512270.SH,0.99,89297,20190905,B,88404.363,0
328,512270.SH,0.9690000000000001,89297,20190830,S,86528.793,-2.121580809309143
329,512270.SH,0.99,87403,20190905,B,86528.793,0
330,512270.SH,0.99,87403,20191031,S,86528.97,0.00020455618743698629
331,512270.SH,1.006,86013,20191107,B,86528.97,0
332,512590.SH,1.022,97847,20190322,B,100000,0
333,512590.SH,1.024,97847,20190326,S,100195.32800000001,0.19532800000000863
334,512590.SH,1.065,94080,20190402,B,100195.32800000001,0
335,512590.SH,0.983,94080,20190520,S,92480.64,-7.699648430713264
336,512590.SH,0.976,94755,20190603,B,92480.64,0
337,512590.SH,0.9890000000000001,94755,20190603,S,93712.695,1.3322301835281498
338,512590.SH,0.985,95140,20190619,B,93712.695,0
339,512590.SH,0.976,95140,20190617,S,92856.64,-0.9134888288081006
340,512590.SH,1.014,91575,20190621,B,92856.64,0
341,512590.SH,1.008,91575,20190627,S,92307.6,-0.5912770481464692
342,512590.SH,1.034,89272,20190701,B,92307.6,0
343,512590.SH,1.022,89272,20190704,S,91235.984,-1.1609184942518374
344,512590.SH,0.995,91694,20190708,B,91235.984,0
345,512590.SH,0.9940000000000001,91694,20190801,S,91143.83600000001,-0.10099962313113924
346,512590.SH,0.978,93194,20190819,B,91143.83600000001,0
347,512590.SH,0.978,93194,20190902,S,91143.732,-0.00011410535760930192
348,512590.SH,0.998,91326,20190903,B,91143.732,0
349,512590.SH,1.024,91326,20190918,S,93517.82400000001,2.604778132192353
350,512590.SH,1.022,91505,20191216,B,93517.82400000001,0
351,512590.SH,1.004,91505,20191017,S,91871.02,-1.760952008464187
352,512590.SH,1.002,91688,20191108,B,91871.02,0
353,512590.SH,1.028,91688,20191223,S,94255.264,2.59520793390559
354,512590.SH,1.058,89088,20191231,B,94255.264,0
355,512150.SH,1.046,95602,20190212,B,100000,0
356,512150.SH,1.0490000000000002,95602,20190218,S,100286.49800000002,0.2864980000000214
357,512150.SH,1.12,89542,20190226,B,100286.49800000002,0
358,512150.SH,1.16,89542,20190301,S,103868.71999999999,3.5719883248889244
359,512150.SH,1.149,90399,20190305,B,103868.71999999999,0
360,512150.SH,1.1440000000000001,90399,20190322,S,103416.456,-0.43541886334979485
361,512150.SH,1.207,85681,20190404,B,103416.456,0
362,512150.SH,1.185,85681,20190412,S,101531.985,-1.8222157990020513
363,512150.SH,1.2209999999999999,83155,20190422,B,101531.985,0
364,512150.SH,1.2209999999999999,83155,20190423,S,101532.25499999999,0.000265926052750296
365,512150.SH,1.181,85971,20190619,B,101532.25499999999,0
366,512150.SH,1.148,85971,20190617,S,98694.708,-2.794724691183104
367,512150.SH,1.229,80305,20190621,B,98694.708,0
368,512150.SH,1.204,80305,20190626,S,96687.22,-2.0340381370802554
369,512150.SH,1.227,78800,20190704,B,96687.22,0
370,512150.SH,1.237,78800,20190704,S,97475.6,0.8153921480005368
371,512150.SH,1.24,78609,20190705,B,97475.6,0
372,512150.SH,1.2309999999999999,78609,20190718,S,96767.67899999999,-0.7262545703745518
373,512150.SH,1.24,78038,20190730,B,96767.67899999999,0
374,512150.SH,1.219,78038,20190827,S,95128.322,-1.6941162761586845
375,512150.SH,1.215,78295,20190828,B,95128.322,0
376,512150.SH,1.247,78295,20190918,S,97633.865,2.6338559824486394
377,512150.SH,1.2819999999999998,76157,20191014,B,97633.865,0
378,512150.SH,1.2819999999999998,76157,20191122,S,97633.27399999999,-0.000605322753549602
379,512150.SH,1.281,76216,20191211,B,97633.27399999999,0
380,512890.SH,1.026,97466,20190201,B,100000,0
381,512890.SH,1.034,97466,20190218,S,100779.844,0.7798439999999973
382,512890.SH,1.099,91701,20190225,B,100779.844,0
383,512890.SH,1.045,91701,20190222,S,95827.545,-4.913977640211469
384,512890.SH,1.115,85944,20190304,B,95827.545,0
385,512890.SH,1.149,85944,20190326,S,98749.656,3.0493434846943064
386,512890.SH,1.2229999999999999,80744,20190404,B,98749.656,0
387,512890.SH,1.217,80744,20190412,S,98265.448,-0.49033892330723533
388,512890.SH,1.136,86501,20190621,B,98265.448,0
389,512890.SH,1.095,86501,20190520,S,94718.595,-3.6094609775757625
390,512890.SH,1.104,85796,20190603,B,94718.595,0
391,512890.SH,1.125,85796,20190626,S,96520.5,1.9023772470442564
392,512890.SH,1.1520000000000001,83785,20190704,B,96520.5,0
393,512890.SH,1.148,83785,20190801,S,96185.18,-0.34740806357199455
394,512890.SH,1.119,85956,20190820,B,96185.18,0
395,512890.SH,1.12,85956,20190830,S,96270.72000000002,0.08893261934949097
396,512890.SH,1.147,83933,20190909,B,96270.72000000002,0
397,512890.SH,1.139,83933,20190918,S,95599.687,-0.69702709193409
398,512890.SH,1.165,82060,20191014,B,95599.687,0
399,512890.SH,1.141,82060,20191031,S,93630.46,-2.0598676227883455
400,512890.SH,1.157,80925,20191107,B,93630.46,0
401,512890.SH,1.146,80925,20191129,S,92740.04999999999,-0.9509832590804509
402,512890.SH,1.163,79742,20191212,B,92740.04999999999,0
403,512870.SH,1.176,85034,20190312,B,100000,0
404,512870.SH,1.101,85034,20190311,S,93622.434,-6.377566000000007
405,512870.SH,1.1420000000000001,81981,20190315,B,93622.434,0
406,512870.SH,1.15,81981,20190315,S,94278.15,0.7003834145136628
407,512870.SH,1.1640000000000001,80995,20190320,B,94278.15,0
408,512870.SH,1.163,80995,20190326,S,94197.185,-0.08587885952365051
409,512870.SH,1.248,75479,20190402,B,94197.185,0
410,512870.SH,1.103,75479,20190520,S,83253.337,-11.618020220030989
411,512870.SH,1.127,73872,20190621,B,83253.337,0
412,512870.SH,1.1440000000000001,73872,20190705,S,84509.56800000001,1.5089257022814766
413,512870.SH,1.14,74131,20190729,B,84509.56800000001,0
414,512870.SH,1.1320000000000001,74131,20190827,S,83916.29200000002,-0.7020222846246214
415,512870.SH,1.176,71357,20190903,B,83916.29200000002,0
416,512870.SH,1.143,71357,20190902,S,81561.051,-2.806655232097253
417,512870.SH,1.19,68539,20190905,B,81561.051,0
418,512870.SH,1.217,68539,20190912,S,83411.963,2.2693577109495515
419,512870.SH,1.183,70509,20191017,B,83411.963,0
420,512870.SH,1.208,70509,20191111,S,85174.872,2.11349659760435
421,512870.SH,1.2429999999999999,68524,20191213,B,85174.872,0
422,512870.SH,1.254,68524,20191223,S,85929.096,0.88550059693662
423,512870.SH,1.268,67767,20191227,B,85929.096,0
424,513680.SH,1.0170000000000001,98328,20190214,B,100000,0
